26	783606
26	58395
26	1466463
26	1408344
26	9654
26	855
26	3674470
26	196909
26	404273
26	3525351
26	797
2350	20271
2350	20083
2350	974
2350	977
2350	20396
2350	20581
2350	20519
2350	20216
2350	20463
2350	20222
2350	20526
2350	107917
2350	107921
2350	107922
2350	107923
2350	107925
2350	107926
2350	107093
2350	107094
2350	9997
2350	60514
2350	14007
2350	63327
2350	20493
2350	142321
2350	20292
2350	20477
2350	19988
2350	917
2350	20606
2350	20486
2350	20550
2350	4263
2350	20650
2350	20128
2350	20565
2350	20663
2350	20234
2350	20319
2350	20446
2350	20665
2350	20384
2350	20267
2350	20269
2350	20452
2350	32049
2350	26186
2350	39312
4859	104038
4859	530282
4859	530298
4859	530314
4859	530242
4859	530220
4859	530146
4859	530125
4859	530002
4859	529993
4859	529996
4859	529997
4859	529998
4859	529913
4859	529930
4859	529944
4859	529956
4859	529742
4859	529649
4859	529648
4859	529761
4859	529778
4859	530959
4859	530948
4859	530974
4859	530989
4859	531074
4859	540966
4859	530378
4859	530412
4859	530426
4859	530427
4859	530452
4859	530493
4859	529154
4859	529861
4859	529862
4859	529148
4859	529136
4859	529166
4859	529180
4859	529187
4859	529601
4859	529571
4859	529000
4859	529009
4859	529013
4859	529014
4859	529238
4859	529242
30817	107895
30817	107921
30817	1683376
30817	2431427
30817	562114
30817	2431356
30817	2362741
30817	119336
30817	6075
30817	259809
30817	2491421
30817	830159
30817	259813
30817	111739
30817	1683377
30817	10000
30817	830158
30817	83922
30817	783622
30817	1683378
30817	14544
30817	551678
30817	1743685
30817	440850
30817	1761476
30817	28999
30817	1743804
30817	504138
30817	510173
30817	2422339
30817	1742335
30817	2424700
30817	778391
30817	2420239
30817	1333008
30817	3305267
30817	1333047
30817	523132
30817	3144941
6923	22581
6923	72405
6923	527128
6923	3124478
6923	498834
6923	77833
6923	81649
6923	10611
6923	72407
6923	581136
6923	868480
6923	32852
6923	30668
6923	119608
6923	2350
6923	13921
6923	1102686
6923	15144
6923	4859
6923	99963
6923	43897
6923	578908
6923	3272139
6923	3263369
6923	2217956
6923	16604
6923	68649
6923	820500
6923	48165
6923	3263366
6923	3184822
6923	182944
6923	576685
6923	76501
6923	6923
1314814	540748
1314814	20166
1314814	736945
1314814	12469
